match,question,sum,mean,match_1,match_2,match_3,match_4,gen_code_1,gen_code_2,gen_code_3,gen_code_4
False,Sanjay saw a 60-foot dolphin with 16 12-inch remoras attached to it. But a quarter of the remoras go away. What percentage of the dolphin's body length is the combined length of the remaining remoras?,0,0.0,0,0,0,0,"<reasoning>
Calculate the total length of the remoras initially and then find the length after a quarter of them go away. Finally, calculate the percentage of the dolphin's body length that the remaining remoras occupy.
</reasoning>
<code>
remora_length(X) :-
    X is 16 * 12.
remaining_remora_length(Y) :-
    remora_length(Z),
    Y is Z * 3 / 4.
dolphin_body_length(60).
percentage_length(P) :-
    dolphin_body_length(D),
    remaining_remora_length(R),
    P is (R / D) * 100.
</code>
<query>
percentage_length(X).
</query>","<reasoning>
Calculate the total length of the remoras initially, then find out how many remoras remain after a quarter of them go away. Calculate the total length of the remaining remoras and find the percentage of the dolphin's body length.
</reasoning>
<code>
remora_length(X) :- X is 12.
total_remora_length(N, L) :- remora_length(R), L is N * R.
remaining_remoras(N, R) :- R is N - (N // 4).
remaining_remora_length(N, L) :- total_remora_length(N, T), remaining_remoras(N, R), L is R * T.
dolphin_length(60).
percentage_length(N, P) :- dolphin_length(D), remaining_remora_length(N, L), P is (L / D) * 100.
</code>
<query>
percentage_length(16, P).
</query>","<reasoning>
Calculate the total length of the remoras initially, then find out how many remoras remain after a quarter of them go away. Calculate the total length of the remaining remoras and find the percentage of the dolphin's body length.
</reasoning>
<code>
remora_length(12).
dolphin_length(60).
remaining_remoras(X) :-
    remora_length(R),
    dolphin_length(D),
    X is D - (D / 4).
remaining_remoras_length(L) :-
    remaining_remoras(R),
    remora_length(RL),
    L is R * RL.
percentage_of_dolphin_body_length(P) :-
    remaining_remoras_length(L),
    dolphin_length(D),
    P is (L / D) * 100.
</code>
<query>
percentage_of_dolphin_body_length(X).
</query>","<reasoning>
Calculate the total length of the remoras initially, then find out how many remoras remain after a quarter of them go away. Calculate the total length of the remaining remoras and find the percentage of the dolphin's body length.
</reasoning>
<code>
remora_length(12).
dolphin_length(60).
remaining_remoras(X) :-
    remora_length(R),
    X is 16 - (16 / 4).
total_remaining_length(L) :-
    remaining_remoras(R),
    remora_length(RL),
    L is R * RL.
percentage(P) :-
    dolphin_length(DL),
    total_remaining_length(TRL),
    P is (TRL / DL) * 100.
</code>
<query>
percentage(X).
</query>"
True,Tara saw a 70-foot dolphin with 14 12-inch remoras attached to it. But half of the remoras go away. What percentage of the dolphin's body length is the combined length of the remaining remoras?,2,0.5,1,0,1,0,"<reasoning>
Calculate the total length of the remoras and find the percentage of the dolphin's body length that they represent.
</reasoning>
<code>
remora_length(X) :-
    X is 12 / 12.0.
total_remora_length(Y) :-
    remora_length(R),
    Y is 14 * R.
dolphin_length(Z) :-
    Z is 70.
remaining_remora_length(W) :-
    total_remora_length(T),
    W is T / 2.
percentage_of_dolphin(X) :-
    dolphin_length(D),
    remaining_remora_length(R),
    X is (R / D) * 100.
</code>
<query>
percentage_of_dolphin(X).
</query>","<reasoning>
Calculate the total length of the remoras and find the percentage of the dolphin's body length that they represent.
</reasoning>
<code>
remora_length(X) :-
    X is 12 / 12.  % 12 inches is 1 foot

total_remora_length(Y) :-
    Remoras is 14 / 2,  % Half of the remoras go away
    Y is Remoras * remora_length(1).

dolphin_length(70).

percentage_length(P) :-
    total_remora_length(RL),
    dolphin_length(DL),
    P is (RL / DL) * 100.
</code>
<query>
percentage_length(X).
</query>","<reasoning>
Calculate the total length of the remoras and find the percentage of the dolphin's body length that they represent.
</reasoning>
<code>
remora_length(X) :-
    X is 12 / 12.0. % 12 inches is 1 foot

total_remora_length(Y) :-
    remora_length(R),
    Y is 14 * R.

dolphin_length(Z) :-
    Z is 70.

remaining_remora_length(W) :-
    total_remora_length(T),
    W is T / 2.

percentage_of_dolphin(X) :-
    dolphin_length(D),
    remaining_remora_length(R),
    X is (R / D) * 100.
</code>
<query>
percentage_of_dolphin(X).
</query>","<reasoning>
Calculate the total length of the remoras and find the percentage of the dolphin's body length that they represent.
</reasoning>
<code>
remora_length(X) :-
    X is 12.
total_remora_length(Y) :-
    remora_length(R),
    Y is 14 * R.
dolphin_length(Z) :-
    Z is 70.
remaining_remora_length(W) :-
    total_remora_length(T),
    W is T / 2.
percentage_of_dolphin(X) :-
    dolphin_length(D),
    remaining_remora_length(R),
    X is (R / D) * 100.
</code>
<query>
percentage_of_dolphin(X).
</query>"
False,Liam saw a 50-foot shark with 12 15-inch remoras attached to it. But 1/3 of the remoras go away. What percentage of the shark's body length is the combined length of the remaining remoras?,0,0.0,0,0,0,0,"<reasoning>
Calculate the total length of the remoras and find the remaining remoras after 1/3 go away. Then, calculate the percentage of the shark's body length that the remaining remoras represent.
</reasoning>
<code>
remora_length(15).
shark_length(50).
remaining_remoras(X) :-
    remora_length(R),
    Total is 12 * R,
    Remaining is Total - (Total // 3),
    X is Remaining.
percentage(Percentage) :-
    remaining_remoras(Rem),
    shark_length(Shark),
    Percentage is (Rem / Shark) * 100.
</code>
<query>
percentage(X).
</query>","<reasoning>
Calculate the total length of the remoras initially, then find out how many remoras remain after 1/3 go away. Calculate the combined length of the remaining remoras and find the percentage of the shark's body length.
</reasoning>
<code>
remora_length(15).
shark_length(50).

remaining_remoras(X) :-
    remora_length(R),
    Total is R * 12,
    Remaining is Total - (Total // 3),
    X is Remaining.

percentage_of_shark(Percentage) :-
    remaining_remoras(Remaining),
    shark_length(Shark),
    Percentage is (Remaining / Shark) * 100.
</code>
<query>
percentage_of_shark(X).
</query>","<reasoning>
Calculate the total length of the remoras and find the remaining remoras after 1/3 go away. Then, calculate the percentage of the shark's body length that the remaining remoras occupy.
</reasoning>
<code>
remora_length(X) :- X is 15.
total_remora_length(Y) :- Y is 12 * 15.
remaining_remora_length(Z) :- Z is (2/3) * 12 * 15.
shark_length(50).
percentage(Percentage) :- remaining_remora_length(Rem), shark_length(Shark), Percentage is (Rem / Shark) * 100.
</code>
<query>
percentage(X).
</query>","<reasoning>
Calculate the total length of the remoras initially, then find out how many remoras remain after 1/3 go away. Calculate the total length of the remaining remoras and find the percentage of the shark's body length.
</reasoning>
<code>
remora_length(15).
shark_length(50).

remaining_remoras(X) :-
    remora_length(R),
    TotalRemoras is 12,
    Remaining is TotalRemoras - (TotalRemoras // 3),
    X is Remaining * R.

percentage_of_shark(Percentage) :-
    remaining_remoras(Remaining),
    shark_length(Shark),
    Percentage is (Remaining / Shark) * 100.
</code>
<query>
percentage_of_shark(X).
</query>"
False,Santiago saw a 80-foot dolphin with 12 24-inch remoras attached to it. But 1/3 of the remoras go away. What percentage of the dolphin's body length is the combined length of the remaining remoras?,0,0.0,0,0,0,0,"<reasoning>
Calculate the total length of the remoras and find the remaining remoras after 1/3 go away. Then calculate the percentage of the dolphin's body length that the remaining remoras represent.
</reasoning>
<code>
remora_length(X) :- X is 24.
dolphin_length(X) :- X is 80.
remaining_remoras(R) :- remora_length(RR), R is RR * 12 * (2/3).
percentage(Percentage) :- remaining_remoras(R), dolphin_length(D), Percentage is (R / D) * 100.
</code>
<query>
percentage(X).
</query>","<reasoning>
Calculate the total length of the remoras initially, then find out how many remoras remain after 1/3 go away. Calculate the total length of the remaining remoras and find the percentage of the dolphin's body length.
</reasoning>
<code>
remora_length(X) :- X is 24.
dolphin_length(X) :- X is 80.
remaining_remoras(X) :- dolphin_length(D), X is D // 3.
total_remaining_length(X) :- remora_length(R), remaining_remoras(RR), X is R * RR.
percentage_length(X) :- total_remaining_length(TRL), dolphin_length(DL), X is (TRL / DL) * 100.
</code>
<query>
percentage_length(X).
</query>","<reasoning>
Calculate the total length of the remoras, then find the length of the remaining remoras after 1/3 go away. Finally, calculate the percentage of the dolphin's body length that the remaining remoras occupy.
</reasoning>
<code>
remora_length(X) :- X is 24.
total_remora_length(Y) :- Y is 12 * 24.
remaining_remora_length(Z) :- Z is (2/3) * 12 * 24.
dolphin_length(D) :- D is 80.
percentage(Percentage) :- remaining_remora_length(R), dolphin_length(D), Percentage is (R / D) * 100.
</code>
<query>
percentage(X).
</query>","<reasoning>
Calculate the total length of the remoras initially, then find out how many remoras remain after 1/3 go away. Calculate the total length of the remaining remoras and find the percentage of the dolphin's body length.
</reasoning>
<code>
remora_length(X) :- X is 24.
dolphin_length(X) :- X is 80.
remaining_remoras(X) :- dolphin_length(D), X is D // 3.
total_remaining_length(X) :- remora_length(R), remaining_remoras(RR), X is R * RR.
percentage_length(X) :- total_remaining_length(TRL), dolphin_length(DL), X is (TRL / DL) * 100.
</code>
<query>
percentage_length(X).
</query>"
True,Ananya saw a 70-foot dolphin with 14 12-inch remoras attached to it. But 1/2 of the remoras go away. What percentage of the dolphin's body length is the combined length of the remaining remoras?,1,0.25,1,0,0,0,"<reasoning>
Calculate the total length of the remoras and find the percentage of the dolphin's body length that they represent.
</reasoning>
<code>
remora_length(X) :-
    X is 12 / 12.  % 12 inches is 1 foot

total_remora_length(Y) :-
    remora_length(R),
    Y is 14 * R.

dolphin_length(Z) :-
    Z is 70.

remaining_remora_length(W) :-
    total_remora_length(T),
    W is T / 2.

percentage_of_dolphin(X) :-
    dolphin_length(D),
    remaining_remora_length(R),
    X is (R / D) * 100.
</code>
<query>
percentage_of_dolphin(X).
</query>","<reasoning>
Calculate the total length of the remoras and find the percentage of the dolphin's body length that they represent.
</reasoning>
<code>
remora_length(X) :-
    X is 12.
total_remora_length(Y) :-
    remora_length(R),
    Y is 14 * R.
dolphin_length(70).
remaining_remora_length(Z) :-
    total_remora_length(T),
    Z is T / 2.
percentage_length(P) :-
    dolphin_length(D),
    remaining_remora_length(R),
    P is (R / D) * 100.
</code>
<query>
percentage_length(X).
</query>","<reasoning>
Calculate the total length of the remoras and find the percentage of the dolphin's body length that they represent.
</reasoning>
<code>
remora_length(X) :-
    X is 12.
dolphin_length(70).
remaining_remoras(7) :-
    Total is 14,
    Remoras is Total // 2,
    Remoras.
combined_length(Remoras, Length) :-
    remora_length(LengthPerRemora),
    Remoras is 7,
    Length is Remoras * LengthPerRemora.
percentage(Percentage) :-
    dolphin_length(DolphinLength),
    combined_length(7, RemorasLength),
    Percentage is (RemorasLength / DolphinLength) * 100.
</code>
<query>
percentage(X).
</query>","<reasoning>
Calculate the total length of the remoras and find the percentage of the dolphin's body length that they represent.
</reasoning>
<code>
remora_length(X) :- X is 12.
dolphin_length(70).
remaining_remoras(14).
half_remoras(R) :- R is remaining_remoras(X) // 2.
total_remaining_length(T) :- remora_length(L), half_remoras(R), T is L * R.
percentage(P) :- dolphin_length(D), total_remaining_length(T), P is (T / D) * 100.
</code>
<query>
percentage(X).
</query>"
False,Jin saw a 45-foot dolphin with 18 9-inch remoras attached to it. But 1/3 of the remoras go away. What percentage of the dolphin's body length is the combined length of the remaining remoras?,0,0.0,0,0,0,0,"<reasoning>
Calculate the total length of the remoras initially, then find out how many remoras remain after 1/3 go away. Calculate the total length of the remaining remoras and find the percentage of the dolphin's body length.
</reasoning>
<code>
remora_length(X) :- X is 9.
dolphin_length(X) :- X is 45.
remaining_remoras(X) :- dolphin_length(D), remora_length(R), X is D - R.
remaining_remoras_length(X) :- remaining_remoras(R), remora_length(RL), X is R * RL.
percentage_of_dolphin(X) :- remaining_remoras_length(RL), dolphin_length(DL), X is (RL / DL) * 100.
</code>
<query>
percentage_of_dolphin(X).
</query>","<reasoning>
Calculate the total length of the remoras initially, then find out how many remoras remain after 1/3 go away. Calculate the total length of the remaining remoras and find the percentage of the dolphin's body length.
</reasoning>
<code>
remora_length(9).
dolphin_length(45).
remaining_remoras(X) :-
    remora_length(R),
    dolphin_length(D),
    X is D - (D // 3).
remaining_remoras_length(L) :-
    remaining_remoras(R),
    remora_length(RL),
    L is R * RL.
percentage_of_dolphin_body_length(P) :-
    remaining_remoras_length(L),
    dolphin_length(D),
    P is (L / D) * 100.
</code>
<query>
percentage_of_dolphin_body_length(X).
</query>","<reasoning>
Calculate the total length of the remoras initially and then find the length after 1/3 of them go away. Finally, calculate the percentage of the dolphin's body length that the remaining remoras occupy.
</reasoning>
<code>
remora_length(X) :-
    X is 18 * 9.
total_length(T) :-
    remora_length(R),
    T is R * 3.
remaining_length(R) :-
    total_length(T),
    R is T - T // 3.
dolphin_length(D) :-
    D is 45.
percentage(P) :-
    remaining_length(R),
    dolphin_length(D),
    P is (R / D) * 100.
</code>
<query>
percentage(X).
</query>","<reasoning>
Calculate the total length of the remoras initially, then find out how many remoras remain after 1/3 go away. Calculate the total length of the remaining remoras and find the percentage of the dolphin's body length.
</reasoning>
<code>
remora_length(9).
dolphin_length(45).
remaining_remoras(X) :-
    remora_length(R),
    dolphin_length(D),
    X is D - (D // 3).
remaining_remoras_length(L) :-
    remaining_remoras(R),
    remora_length(RL),
    L is R * RL.
percentage_of_dolphin(Percentage) :-
    remaining_remoras_length(L),
    dolphin_length(D),
    Percentage is (L / D) * 100.
</code>
<query>
percentage_of_dolphin(X).
</query>"
False,Oscar saw a 75-foot shark with 40 9-inch remoras attached to it. But 1/2 of the remoras go away. What percentage of the shark's body length is the combined length of the remaining remoras?,0,0.0,0,0,0,0,"<reasoning>
Calculate the total length of the remoras initially and then find the length after half of them go away. Finally, calculate the percentage of the shark's body length that the remaining remoras occupy.
</reasoning>
<code>
remora_length(9).
shark_length(75).
remaining_remoras(X) :-
    remora_length(R),
    shark_length(S),
    X is (R * 40) / 2.
percentage(Percentage) :-
    remaining_remoras(R),
    shark_length(S),
    Percentage is (R / S) * 100.
</code>
<query>
percentage(X).
</query>","<reasoning>
Calculate the total length of the remoras initially and then find the length of the remaining remoras after half of them go away. Finally, calculate the percentage of the shark's body length that the remaining remoras occupy.
</reasoning>
<code>
remora_length(X) :- X is 9.
total_remora_length(N) :- N is 40 * 9.
remaining_remora_length(R) :- R is N / 2.
shark_length(S) :- S is 75.
percentage(Percentage) :-
    total_remora_length(Total),
    remaining_remora_length(Remaining),
    shark_length(Shark),
    Percentage is (Remaining / Shark) * 100.
</code>
<query>
percentage(X).
</query>","<reasoning>
Calculate the total length of the remoras initially and then find the length of the remaining remoras after half of them go away. Finally, calculate the percentage of the shark's body length that the remaining remoras occupy.
</reasoning>
<code>
remora_length(9).
shark_length(75).
remaining_remoras(X) :-
    remora_length(R),
    shark_length(S),
    X is (R * 40) / 2.
percentage(Percentage) :-
    remaining_remoras(R),
    shark_length(S),
    Percentage is (R / S) * 100.
</code>
<query>
percentage(X).
</query>","<reasoning>
Calculate the total length of the remoras initially and then find the length of the remaining remoras after half of them go away. Finally, calculate the percentage of the shark's body length that the remaining remoras occupy.
</reasoning>
<code>
remora_length(X) :- X is 9.
total_remora_length(N) :- N is 40 * 9.
remaining_remora_length(R) :- R is total_remora_length(N) / 2.
shark_length(S) :- S is 75.
percentage(Percentage) :- remaining_remora_length(R), shark_length(S), Percentage is (R / S) * 100.
</code>
<query>
percentage(X).
</query>"
False,Luca saw a 30-foot shark with 12 12-inch remoras attached to it. But half of the remoras go away. What percentage of the shark's body length is the combined length of the remaining remoras?,0,0.0,0,0,0,0,"<reasoning>
Calculate the total length of the remoras and find the percentage of the shark's body length that they represent.
</reasoning>
<code>
remora_length(12).
shark_length(30).
remaining_remoras(X) :-
    remora_length(R),
    X is 6 * R.
percentage(Percentage) :-
    remaining_remoras(R),
    shark_length(S),
    Percentage is (R / S) * 100.
</code>
<query>
percentage(X).
</query>","<reasoning>
Calculate the total length of the remoras and find the percentage of the shark's body length that they represent.
</reasoning>
<code>
remora_length(X) :-
    X is 12. % Each remora is 12 inches long
total_remora_length(Y) :-
    remora_length(R),
    Y is 12 * R * 6. % 12 remoras initially, but half go away
shark_length(Z) :-
    Z is 30 * 12. % Shark is 30 feet long
percentage_length(P) :-
    total_remora_length(Y),
    shark_length(Z),
    P is (Y / Z) * 100. % Calculate percentage
</code>
<query>
percentage_length(X).
</query>","<reasoning>
Calculate the total length of the remoras and find the percentage of the shark's body length that they represent.
</reasoning>
<code>
remora_length(12).
shark_length(30).
remaining_remoras(X) :-
    remora_length(R),
    X is 6 * R.
percentage(Percentage) :-
    remaining_remoras(R),
    shark_length(S),
    Percentage is (R / S) * 100.
</code>
<query>
percentage(X).
</query>","<reasoning>
Calculate the total length of the remoras and then find the percentage of the shark's body length that they represent.
</reasoning>
<code>
remora_length(X) :- X is 12.
total_remora_length(Y) :- Y is 12 * 12.
remaining_remora_length(Z) :- Z is total_remora_length / 2.
shark_length(S) :- S is 30.
percentage(P) :- P is (remaining_remora_length / shark_length) * 100.
</code>
<query>
percentage(X).
</query>"
False,Noah saw a 75-foot shark with 20 12-inch remoras attached to it. But 1/4 of the remoras go away. What percentage of the shark's body length is the combined length of the remaining remoras?,0,0.0,0,0,0,0,"<reasoning>
Calculate the total length of the remoras initially, then find out how many remoras remain after 1/4 of them go away. Calculate the combined length of the remaining remoras and find the percentage of the shark's body length.
</reasoning>
<code>
remora_length(12).
shark_length(75).

remaining_remoras(X) :-
    remora_length(R),
    Total is R * 20,
    Remaining is Total - (Total // 4),
    X is Remaining.

percentage_of_shark(Percentage) :-
    remaining_remoras(Remaining),
    shark_length(Shark),
    Percentage is (Remaining / Shark) * 100.
</code>
<query>
percentage_of_shark(X).
</query>","<reasoning>
Calculate the total length of the remoras initially, then find out how many remoras remain after 1/4 of them go away. Calculate the combined length of the remaining remoras and find the percentage of the shark's body length.
</reasoning>
<code>
remora_length(12).
shark_length(75).

remaining_remoras(X) :-
    remora_length(R),
    TotalRemoras is 20,
    Remaining is TotalRemoras - (TotalRemoras div 4),
    X is Remaining * R.

percentage_of_shark(Percentage) :-
    shark_length(Shark),
    remaining_remoras(Rem),
    Percentage is (Rem / Shark) * 100.
</code>
<query>
percentage_of_shark(X).
</query>","<reasoning>
Calculate the total length of the remoras initially, then find out how many remoras remain after 1/4 of them go away. Calculate the total length of the remaining remoras and find what percentage this is of the shark's body length.
</reasoning>
<code>
remora_length(X) :- X is 12.
total_remora_length(N, L) :- remora_length(R), L is N * R.
remaining_remoras(N, R) :- R is N - (N // 4).
remaining_remora_length(N, L) :- total_remora_length(N, TL), remaining_remoras(N, R), L is R * TL.
shark_length(75).
percentage_of_shark_body_length(N, P) :- shark_length(SL), remaining_remora_length(N, RL), P is (RL / SL) * 100.
</code>
<query>
percentage_of_shark_body_length(20, P).
</query>","<reasoning>
Calculate the total length of the remoras initially, then find out how many remoras remain after 1/4 of them go away. Calculate the combined length of the remaining remoras and find what percentage this is of the shark's body length.
</reasoning>
<code>
remora_length(12).
shark_length(75).
remaining_remoras(X) :- remora_length(R), X is 20 - (20 / 4).
remaining_remora_length(L) :- remaining_remoras(R), remora_length(RL), L is R * RL.
percentage_of_shark(Percentage) :- remaining_remora_length(L), shark_length(SL), Percentage is (L / SL) * 100.
</code>
<query>
percentage_of_shark(X).
</query>"
True,Gabriel saw a 45-foot shark with 12 18-inch remoras attached to it. But half of the remoras go away. What percentage of the shark's body length is the combined length of the remaining remoras?,1,0.25,0,0,1,0,"<reasoning>
Calculate the total length of the remoras and then find the percentage of the shark's body length that the remaining remoras occupy.
</reasoning>
<code>
remora_length(18).
total_remora_length(N) :-
    remora_length(X),
    N is 12 * X.
remaining_remora_length(N) :-
    total_remora_length(T),
    N is T // 2.
shark_length(45).
percentage_of_shark(Percentage) :-
    remaining_remora_length(R),
    shark_length(S),
    Percentage is (R / S) * 100.
</code>
<query>
percentage_of_shark(X).
</query>","<reasoning>
Calculate the total length of the remoras and find the percentage of the shark's body length that they represent.
</reasoning>
<code>
remora_length(X) :-
    X is 12 * 18 / 12.
total_length(X) :-
    X is 45 + remora_length(X).
percentage(Y) :-
    total_length(Total),
    remora_length(Remora),
    Y is (Remora / Total) * 100.
</code>
<query>
percentage(X).
</query>","<reasoning>
Calculate the total length of the remoras and find the percentage of the shark's body length that they represent.
</reasoning>
<code>
remora_length(X) :-
    X is 18 / 12.
total_remora_length(Y) :-
    remora_length(R),
    Y is R * 6.
shark_length(Z) :-
    Z is 45.
percentage_of_shark(W) :-
    total_remora_length(T),
    shark_length(S),
    W is (T / S) * 100.
</code>
<query>
percentage_of_shark(X).
</query>","<reasoning>
Calculate the total length of the remoras initially and then find the length of the remaining remoras after half of them go away. Finally, calculate the percentage of the shark's body length that the remaining remoras occupy.
</reasoning>
<code>
remora_length(18).
shark_length(45).
remaining_remoras(X) :-
    remora_length(R),
    X is 6 * R.
percentage(Percentage) :-
    shark_length(S),
    remaining_remoras(R),
    Percentage is (R / S) * 100.
</code>
<query>
percentage(X).
</query>"
